Order_ID,Order_Date,Month,Year,Category_Type,Category,Item_Name,Quantity,Unit_Price_$,Total_Amount_$,Food_Cost_$,Labour_Cost_$,Profit_$,Delivery_Partner,Payment_Mode
O02341,7/11/25,July,2025,Main Menu,Club Veg,Corn & Mayo Club,2,17.48,34.96,14.96,4.89,15.11,In-Store,Online
O02342,11/3/25,November,2025,Appetizer,Macaroni,Spicy Mac,1,12.37,12.37,4.32,1.35,6.7,Swiggy,Online
O02343,6/30/25,June,2025,Appetizer,Burger,Paneer Burger,2,9.83,19.66,8.33,2.1,9.23,Zomato,Cash
O02344,3/16/25,March,2025,Beverage,Hot Drinks,Espresso,2,5.56,11.12,4.02,2.17,4.93,Swiggy,Card
O02345,9/24/25,September,2025,Appetizer,Burger,Spicy Bean Burger,1,8.37,8.37,2.99,1.29,4.09,In-Store,UPI
O02346,8/24/25,August,2025,Appetizer,French Fries,Cheese Fries,3,7.02,21.06,8.69,3.18,9.19,UberEats,UPI
O02347,9/22/25,September,2025,Beverage,Juice,Mixed Fruit Juice,4,8.29,33.16,12.78,4.43,15.95,In-Store,Online
O02348,1/19/25,January,2025,Beverage,Juice,Mango Juice,3,4.95,14.85,4.97,1.55,8.33,In-Store,UPI
O02349,8/14/25,August,2025,Beverage,Hot Drinks,Cappuccino,3,8.25,24.75,8.88,3.24,12.63,Zomato,Card
O02350,11/12/25,November,2025,Appetizer,Macaroni,Spicy Mac,3,8.75,26.25,9.04,3.55,13.66,Zomato,Cash
O02351,6/5/25,June,2025,Main Menu,Sandwich,Cheese Chilli,4,19.01,76.04,30.26,14.11,31.67,In-Store,Card
O02352,3/19/25,March,2025,Appetizer,French Fries,Cheese Fries,4,7.47,29.88,13.4,4.4,12.08,Zomato,Cash
O02353,3/25/25,March,2025,Main Menu,Club Veg,Corn & Mayo Club,2,15.3,30.6,9.92,4.04,16.64,Swiggy,Card
O02354,3/26/25,March,2025,Beverage,Hot Drinks,Espresso,2,8.39,16.78,6.99,2.73,7.06,Swiggy,Online
O02355,11/12/25,November,2025,Beverage,Hot Drinks,Green Tea,2,5.27,10.54,3.19,1.41,5.94,UberEats,UPI
O02356,12/7/25,December,2025,Appetizer,French Fries,Peri Peri Fries,2,11.44,22.88,8.49,2.73,11.66,UberEats,Card
O02357,1/12/25,January,2025,Appetizer,Macaroni,Veg Loaded Mac,1,11.29,11.29,3.94,2.17,5.18,UberEats,UPI
O02358,7/27/25,July,2025,Main Menu,Club Veg,Spicy Club,2,19.63,39.26,16.18,7.34,15.74,Swiggy,Card
O02359,4/25/25,April,2025,Main Menu,Sandwich,Classic Veg,3,17.52,52.56,23.1,8.38,21.08,Zomato,Cash
O02360,10/5/25,October,2025,Beverage,Hot Drinks,Green Tea,4,5.99,23.96,10.33,2.72,10.91,In-Store,Online
O02361,6/19/25,June,2025,Appetizer,Burger,Veg Cheese Burger,3,8.86,26.58,8.41,4.18,13.99,Zomato,Online
O02362,2/3/25,February,2025,Appetizer,Burger,Spicy Bean Burger,1,9.18,9.18,3.91,1.4,3.87,In-Store,Online
O02363,8/1/25,August,2025,Appetizer,Burger,Paneer Burger,2,10.2,20.4,8.01,2.87,9.52,UberEats,Cash
O02364,5/1/25,May,2025,Appetizer,Macaroni,Spicy Mac,4,11.46,45.84,20.35,6.62,18.87,Zomato,Online
O02365,5/1/25,May,2025,Appetizer,Burger,Veg Cheese Burger,3,12.01,36.03,11.72,5.11,19.2,UberEats,Card
O02366,6/17/25,June,2025,Beverage,Hot Drinks,Espresso,2,5.28,10.56,3.51,1.13,5.92,Swiggy,Cash
O02367,1/5/25,January,2025,Main Menu,Pizza,Veggie Paradise,2,18.48,36.96,16.54,5.15,15.27,Swiggy,Card
O02368,1/2/25,January,2025,Appetizer,Burger,Aloo Tikki Burger,1,8.55,8.55,3.29,1.18,4.08,Zomato,UPI
O02369,12/14/25,December,2025,Beverage,Hot Drinks,Espresso,2,6.16,12.32,4.2,2.13,5.99,Swiggy,Card
O02370,6/19/25,June,2025,Main Menu,Veg Mania,Paneer Delight,1,17.15,17.15,7.41,2.48,7.26,Swiggy,Cash
O02371,3/29/25,March,2025,Appetizer,Macaroni,Classic Mac,4,7.11,28.44,9.64,3.04,15.76,UberEats,UPI
O02372,9/27/25,September,2025,Main Menu,Club Veg,Veggie Club Special,1,14.62,14.62,4.86,1.76,8,Swiggy,Online
O02373,5/14/25,May,2025,Main Menu,Veg Mania,Veg Overload,3,10.14,30.42,11.12,5.19,14.11,Zomato,UPI
O02374,7/21/25,July,2025,Appetizer,French Fries,Peri Peri Fries,2,13.61,27.22,10.11,5.32,11.79,In-Store,Online
O02375,9/18/25,September,2025,Appetizer,Macaroni,Spicy Mac,1,11.85,11.85,3.74,1.64,6.47,In-Store,Card
O02376,12/8/25,December,2025,Appetizer,Burger,Veg Cheese Burger,4,12.77,51.08,17.19,8.81,25.08,In-Store,Card
O02377,3/21/25,March,2025,Main Menu,Veg Mania,Paneer Delight,2,19.55,39.1,16.49,7.35,15.26,Swiggy,Card
O02378,8/18/25,August,2025,Main Menu,Sandwich,Grilled Veg,3,10.32,30.96,12.67,4.24,14.05,UberEats,UPI
O02379,6/13/25,June,2025,Beverage,Juice,Mixed Fruit Juice,1,6.22,6.22,2.11,0.66,3.45,In-Store,Online
O02380,11/26/25,November,2025,Beverage,Hot Drinks,Cappuccino,2,8.16,16.32,6.21,2.71,7.4,In-Store,Cash
O02381,3/22/25,March,2025,Appetizer,Burger,Paneer Burger,3,10.44,31.32,12.92,3.56,14.84,Swiggy,Cash
O02382,5/10/25,May,2025,Appetizer,Burger,Spicy Bean Burger,2,7.94,15.88,5.44,1.9,8.54,In-Store,Online
O02383,6/15/25,June,2025,Appetizer,Burger,Paneer Burger,2,7.94,15.88,5.55,1.74,8.59,In-Store,UPI
O02384,12/25/25,December,2025,Main Menu,Veg Mania,Mushroom Magic,4,12.68,50.72,18.22,6.96,25.54,UberEats,Online
O02385,9/7/25,September,2025,Appetizer,Burger,Aloo Tikki Burger,4,7.42,29.68,11.37,3.04,15.27,Zomato,Card
O02386,11/6/25,November,2025,Appetizer,Macaroni,Cheese Mac,2,7.16,14.32,5.08,1.73,7.51,Zomato,Online
O02387,1/5/25,January,2025,Beverage,Hot Drinks,Hot Chocolate,3,6.43,19.29,7.21,2.69,9.39,UberEats,UPI
O02388,2/23/25,February,2025,Appetizer,French Fries,Peri Peri Fries,4,6.36,25.44,9.64,3.69,12.11,Zomato,Card
O02389,12/15/25,December,2025,Beverage,Hot Drinks,Green Tea,3,8.39,25.17,8.21,3.81,13.15,Zomato,Online
O02390,1/21/25,January,2025,Appetizer,French Fries,Cheese Fries,2,11.78,23.56,9.04,3.89,10.63,In-Store,Cash
O02391,6/20/25,June,2025,Main Menu,Pizza,Margherita,1,16.47,16.47,5.64,2.47,8.36,In-Store,Online
O02392,11/8/25,November,2025,Beverage,Juice,Watermelon Juice,1,4.93,4.93,1.78,0.84,2.31,Zomato,Online
O02393,6/3/25,June,2025,Beverage,Juice,Mango Juice,3,7.98,23.94,9.5,2.68,11.76,UberEats,Online
O02394,1/3/25,January,2025,Beverage,Juice,Orange Juice,4,5.12,20.48,7.6,3.48,9.4,Zomato,Online
O02395,7/23/25,July,2025,Main Menu,Pizza,Margherita,2,12.02,24.04,8.19,4.01,11.84,Swiggy,UPI
O02396,10/7/25,October,2025,Appetizer,Burger,Paneer Burger,4,7.31,29.24,9.66,5.73,13.85,Swiggy,Online
O02397,4/20/25,April,2025,Beverage,Hot Drinks,Espresso,3,8.58,25.74,9.11,4.3,12.33,Zomato,Online
O02398,6/18/25,June,2025,Main Menu,Sandwich,Grilled Veg,3,12.32,36.96,15.06,4.97,16.93,In-Store,Cash
O02399,11/28/25,November,2025,Main Menu,Pizza,Margherita,1,13.39,13.39,5.44,2.24,5.71,Swiggy,Card
O02400,5/13/25,May,2025,Main Menu,Club Veg,Spicy Club,2,16.71,33.42,11.77,5.89,15.76,In-Store,Card
O02401,4/15/25,April,2025,Beverage,Juice,Watermelon Juice,2,5.76,11.52,4.36,2.24,4.92,Swiggy,UPI
O02402,10/5/25,October,2025,Beverage,Juice,Orange Juice,3,7.29,21.87,7.52,3,11.35,Zomato,Cash
O02403,5/3/25,May,2025,Main Menu,Club Veg,Veggie Club Special,1,15.96,15.96,5.56,2.16,8.24,Swiggy,Online
O02404,3/4/25,March,2025,Beverage,Hot Drinks,Espresso,3,5.27,15.81,6.11,2.99,6.71,In-Store,UPI
O02405,7/2/25,July,2025,Main Menu,Club Veg,Veggie Club Special,4,12.02,48.08,19.23,5.46,23.39,In-Store,Card
O02406,5/9/25,May,2025,Beverage,Juice,Orange Juice,1,4.53,4.53,1.83,0.68,2.02,Swiggy,Card
O02407,6/25/25,June,2025,Main Menu,Sandwich,Classic Veg,1,19.25,19.25,6.08,3.79,9.38,UberEats,Cash
O02408,7/19/25,July,2025,Appetizer,Burger,Spicy Bean Burger,1,6.48,6.48,2.19,0.98,3.31,Zomato,Card
O02409,11/14/25,November,2025,Beverage,Hot Drinks,Espresso,2,6.87,13.74,4.94,2.43,6.37,Zomato,Online
O02410,8/23/25,August,2025,Appetizer,Macaroni,Veg Loaded Mac,4,9.21,36.84,15.85,4.76,16.23,Zomato,Cash
O02411,8/20/25,August,2025,Main Menu,Veg Mania,Corn Supreme,3,18.55,55.65,22.35,9.32,23.98,Swiggy,UPI
O02412,6/23/25,June,2025,Appetizer,French Fries,Salted Fries,1,11.7,11.7,4.17,1.9,5.63,UberEats,Online
O02413,3/10/25,March,2025,Main Menu,Veg Mania,Mushroom Magic,3,12.81,38.43,12.13,6.78,19.52,In-Store,Online
O02414,10/10/25,October,2025,Beverage,Hot Drinks,Espresso,2,6.78,13.56,6,1.82,5.74,Swiggy,UPI
O02415,6/9/25,June,2025,Beverage,Hot Drinks,Hot Chocolate,4,6.53,26.12,11.04,3.12,11.96,Swiggy,Cash
O02416,6/3/25,June,2025,Beverage,Juice,Watermelon Juice,4,7.23,28.92,10.28,3.08,15.56,In-Store,Card
O02417,6/24/25,June,2025,Appetizer,Burger,Paneer Burger,4,10.68,42.72,17.59,7.43,17.7,Swiggy,Online
O02418,6/3/25,June,2025,Appetizer,Burger,Aloo Tikki Burger,3,12.67,38.01,11.97,7.34,18.7,UberEats,UPI
O02419,12/31/25,December,2025,Main Menu,Sandwich,Grilled Veg,4,10.81,43.24,15.6,5.23,22.41,UberEats,Cash
O02420,5/16/25,May,2025,Appetizer,Macaroni,Classic Mac,4,12.05,48.2,16.52,8.77,22.91,Zomato,Card
O02421,2/10/25,February,2025,Main Menu,Veg Mania,Corn Supreme,2,18.55,37.1,14.97,6.84,15.29,UberEats,Cash
O02422,10/9/25,October,2025,Beverage,Hot Drinks,Hot Chocolate,1,6.66,6.66,2.06,0.81,3.79,Swiggy,Online
O02423,6/9/25,June,2025,Appetizer,Burger,Paneer Burger,4,8.5,34,13.61,5.23,15.16,UberEats,Cash
O02424,2/5/25,February,2025,Main Menu,Veg Mania,Paneer Delight,4,14.95,59.8,21.63,8.81,29.36,In-Store,Cash
O02425,7/4/25,July,2025,Appetizer,French Fries,Salted Fries,3,12.74,38.22,12.5,5.48,20.24,UberEats,Card
O02426,10/15/25,October,2025,Main Menu,Veg Mania,Corn Supreme,2,12.94,25.88,11.1,2.79,11.99,Zomato,Card
O02427,10/19/25,October,2025,Beverage,Juice,Orange Juice,2,6.48,12.96,5.14,1.9,5.92,In-Store,Card
O02428,12/29/25,December,2025,Main Menu,Sandwich,Cheese Chilli,3,16.79,50.37,15.3,8.82,26.25,In-Store,Cash
O02429,9/25/25,September,2025,Appetizer,French Fries,Peri Peri Fries,2,12.68,25.36,10.67,3.12,11.57,In-Store,Card
O02430,8/9/25,August,2025,Main Menu,Pizza,Farmhouse,3,10.32,30.96,10.26,5.5,15.2,UberEats,UPI
O02431,7/27/25,July,2025,Beverage,Hot Drinks,Hot Chocolate,1,4.96,4.96,1.93,0.92,2.11,UberEats,Card
O02432,3/5/25,March,2025,Beverage,Hot Drinks,Hot Chocolate,1,4.01,4.01,1.6,0.53,1.88,In-Store,Cash
O02433,7/27/25,July,2025,Beverage,Juice,Watermelon Juice,3,5.7,17.1,7.25,2.31,7.54,Zomato,Card
O02434,10/25/25,October,2025,Main Menu,Sandwich,Cheese Chilli,3,19.82,59.46,19.37,10.53,29.56,Swiggy,Card
O02435,1/24/25,January,2025,Beverage,Juice,Mixed Fruit Juice,3,4.4,13.2,5.83,2.54,4.83,Zomato,Card
O02436,2/27/25,February,2025,Beverage,Juice,Mango Juice,2,6.04,12.08,5.17,1.59,5.32,Swiggy,Cash
O02437,2/24/25,February,2025,Appetizer,Burger,Spicy Bean Burger,3,9.88,29.64,13.01,4.09,12.54,Zomato,Card
O02438,11/28/25,November,2025,Main Menu,Club Veg,Spicy Club,2,19.13,38.26,15.25,4.57,18.44,In-Store,Online
O02439,9/23/25,September,2025,Beverage,Hot Drinks,Green Tea,3,8.73,26.19,8.48,5.04,12.67,Zomato,Card
O02440,7/19/25,July,2025,Appetizer,Burger,Veg Cheese Burger,3,13.15,39.45,16.19,5.75,17.51,In-Store,Online
O02441,8/12/25,August,2025,Main Menu,Club Veg,Triple Cheese Club,1,16.93,16.93,6.5,2.2,8.23,In-Store,Online
O02442,2/1/25,February,2025,Main Menu,Pizza,Peppy Paneer,4,16.9,67.6,20.66,7.05,39.89,Zomato,Online
O02443,5/28/25,May,2025,Main Menu,Club Veg,Spicy Club,1,16.78,16.78,5.21,2.83,8.74,Zomato,Online
O02444,8/31/25,August,2025,Beverage,Juice,Mixed Fruit Juice,3,6.98,20.94,7.41,4.03,9.5,UberEats,UPI
O02445,4/25/25,April,2025,Appetizer,Burger,Paneer Burger,2,8.06,16.12,6.26,3.09,6.77,In-Store,Online
O02446,3/24/25,March,2025,Appetizer,Burger,Spicy Bean Burger,3,10.05,30.15,9.28,5.88,14.99,Zomato,Cash
O02447,11/27/25,November,2025,Appetizer,Macaroni,Cheese Mac,3,13.02,39.06,17.54,4.27,17.25,Zomato,Cash
O02448,7/9/25,July,2025,Beverage,Hot Drinks,Espresso,1,8.39,8.39,2.84,1.57,3.98,UberEats,UPI
O02449,7/26/25,July,2025,Main Menu,Veg Mania,Paneer Delight,4,16.7,66.8,28.98,6.89,30.93,Zomato,UPI
O02450,5/6/25,May,2025,Beverage,Juice,Mixed Fruit Juice,4,4.25,17,7.41,2.52,7.07,Swiggy,Card
O02451,6/17/25,June,2025,Beverage,Hot Drinks,Hot Chocolate,1,6.83,6.83,2.53,0.75,3.55,Swiggy,Online
O02452,4/6/25,April,2025,Main Menu,Club Veg,Corn & Mayo Club,1,14.89,14.89,4.47,2.11,8.31,UberEats,UPI
O02453,4/13/25,April,2025,Beverage,Hot Drinks,Hot Chocolate,4,7.99,31.96,10.87,5.21,15.88,Swiggy,Online
O02454,11/16/25,November,2025,Main Menu,Sandwich,Paneer Tikka,2,10.69,21.38,8.26,3.63,9.49,Swiggy,UPI
O02455,8/30/25,August,2025,Main Menu,Club Veg,Corn & Mayo Club,2,17.12,34.24,12.64,4.49,17.11,Zomato,Online
O02456,1/9/25,January,2025,Beverage,Juice,Orange Juice,4,7.86,31.44,10.22,3.22,18,Zomato,Card
O02457,1/23/25,January,2025,Main Menu,Pizza,Veggie Paradise,2,16.55,33.1,10.59,5.28,17.23,Swiggy,Cash
O02458,10/8/25,October,2025,Appetizer,French Fries,Peri Peri Fries,4,9.38,37.52,12.2,6.44,18.88,Zomato,Card
O02459,7/9/25,July,2025,Main Menu,Veg Mania,Corn Supreme,2,10.89,21.78,8.89,2.28,10.61,Swiggy,Online
O02460,5/24/25,May,2025,Beverage,Hot Drinks,Cappuccino,1,5.11,5.11,1.79,0.77,2.55,Swiggy,UPI
O02461,11/10/25,November,2025,Main Menu,Veg Mania,Corn Supreme,4,12.68,50.72,22.57,9.96,18.19,Zomato,Cash
O02462,12/19/25,December,2025,Appetizer,French Fries,Peri Peri Fries,2,12.36,24.72,8.93,3.15,12.64,Swiggy,Online
O02463,7/30/25,July,2025,Appetizer,Burger,Aloo Tikki Burger,4,12.55,50.2,16.23,7.24,26.73,Zomato,UPI
O02464,8/7/25,August,2025,Beverage,Hot Drinks,Hot Chocolate,2,5.9,11.8,4.23,2.25,5.32,In-Store,Card
O02465,2/19/25,February,2025,Beverage,Juice,Watermelon Juice,4,6.25,25,10.08,4.35,10.57,Zomato,Card
O02466,4/30/25,April,2025,Beverage,Juice,Mango Juice,3,6.35,19.05,7.06,2.5,9.49,Zomato,Card
O02467,3/9/25,March,2025,Appetizer,Macaroni,Classic Mac,2,12.61,25.22,7.79,5.03,12.4,In-Store,Card
O02468,3/10/25,March,2025,Main Menu,Veg Mania,Mushroom Magic,3,10.46,31.38,11.12,5.44,14.82,UberEats,UPI
O02469,8/10/25,August,2025,Main Menu,Veg Mania,Mushroom Magic,3,17.89,53.67,16.3,10.19,27.18,In-Store,Online
O02470,3/29/25,March,2025,Appetizer,Burger,Veg Cheese Burger,1,9.73,9.73,2.96,1.39,5.38,In-Store,Cash
O02471,3/22/25,March,2025,Main Menu,Veg Mania,Mushroom Magic,4,18.77,75.08,27.07,14.53,33.48,In-Store,Cash
O02472,4/28/25,April,2025,Beverage,Juice,Watermelon Juice,1,4.57,4.57,1.51,0.63,2.43,UberEats,Online
O02473,11/1/25,November,2025,Beverage,Juice,Mixed Fruit Juice,2,4.09,8.18,3.24,1.34,3.6,In-Store,Card
O02474,8/16/25,August,2025,Appetizer,Macaroni,Veg Loaded Mac,1,10.07,10.07,4.19,1.3,4.58,Zomato,Cash
O02475,7/27/25,July,2025,Appetizer,Macaroni,Spicy Mac,2,11.43,22.86,8.17,3.31,11.38,Swiggy,Cash
O02476,3/6/25,March,2025,Main Menu,Sandwich,Grilled Veg,4,16.61,66.44,29.76,11.74,24.94,In-Store,Online
O02477,10/25/25,October,2025,Beverage,Juice,Orange Juice,4,5.08,20.32,6.35,3.29,10.68,Zomato,Card
O02478,5/4/25,May,2025,Main Menu,Veg Mania,Mushroom Magic,3,11.6,34.8,14.94,6.45,13.41,Swiggy,UPI
O02479,10/3/25,October,2025,Main Menu,Club Veg,Spicy Club,4,16.1,64.4,23.51,7.98,32.91,UberEats,Card
O02480,1/23/25,January,2025,Appetizer,Macaroni,Cheese Mac,3,7.43,22.29,7.29,3.71,11.29,Zomato,Card
O02481,11/22/25,November,2025,Main Menu,Sandwich,Classic Veg,3,12.52,37.56,16.35,3.8,17.41,Swiggy,Online
O02482,11/21/25,November,2025,Beverage,Juice,Watermelon Juice,2,5.75,11.5,3.56,1.39,6.55,In-Store,Card
O02483,5/22/25,May,2025,Appetizer,Burger,Aloo Tikki Burger,3,6.69,20.07,7.89,2.43,9.75,Swiggy,Cash
O02484,12/20/25,December,2025,Main Menu,Veg Mania,Paneer Delight,2,15.62,31.24,11.97,5,14.27,UberEats,Card
O02485,11/23/25,November,2025,Beverage,Juice,Orange Juice,3,7.21,21.63,7.54,2.59,11.5,Zomato,Online
O02486,8/13/25,August,2025,Beverage,Hot Drinks,Espresso,2,6.85,13.7,5.49,2.73,5.48,Swiggy,Card
O02487,6/10/25,June,2025,Appetizer,French Fries,Salted Fries,2,11.34,22.68,9.14,3.96,9.58,UberEats,UPI
O02488,3/23/25,March,2025,Main Menu,Sandwich,Classic Veg,4,13.52,54.08,21.27,6.1,26.71,UberEats,Online
O02489,2/9/25,February,2025,Main Menu,Sandwich,Paneer Tikka,3,18.35,55.05,22.99,7.17,24.89,Swiggy,UPI
O02490,8/29/25,August,2025,Main Menu,Pizza,Veggie Paradise,1,16.21,16.21,6.34,2.85,7.02,Swiggy,Cash
O02491,1/26/25,January,2025,Main Menu,Club Veg,Veggie Club Special,3,19.15,57.45,19.44,6.43,31.58,In-Store,UPI
O02492,6/24/25,June,2025,Main Menu,Club Veg,Spicy Club,4,19.98,79.92,32.49,13.28,34.15,Zomato,Online
O02493,10/16/25,October,2025,Main Menu,Sandwich,Classic Veg,3,18.37,55.11,17,5.8,32.31,Zomato,UPI
O02494,4/27/25,April,2025,Appetizer,Macaroni,Classic Mac,3,13.45,40.35,12.5,5.65,22.2,UberEats,UPI
O02495,10/23/25,October,2025,Appetizer,French Fries,Salted Fries,4,13.32,53.28,18.15,6.91,28.22,Swiggy,Online
O02496,7/28/25,July,2025,Main Menu,Sandwich,Classic Veg,3,10.1,30.3,11.09,5.44,13.77,In-Store,UPI
O02497,11/16/25,November,2025,Beverage,Juice,Mango Juice,3,4.55,13.65,5.24,1.41,7,Swiggy,Cash
O02498,1/25/25,January,2025,Main Menu,Pizza,Peppy Paneer,2,14.63,29.26,10.81,3.74,14.71,Swiggy,Cash
O02499,11/17/25,November,2025,Beverage,Hot Drinks,Cappuccino,4,8.37,33.48,11.77,5.59,16.12,In-Store,Online
O02500,9/22/25,September,2025,Main Menu,Pizza,Farmhouse,1,13.17,13.17,4.64,1.79,6.74,Swiggy,Online
O02501,5/5/25,May,2025,Main Menu,Veg Mania,Mushroom Magic,3,15.54,46.62,20.86,7.36,18.4,In-Store,UPI
O02502,3/29/25,March,2025,Beverage,Hot Drinks,Green Tea,1,8.5,8.5,2.58,1.17,4.75,UberEats,Card
O02503,5/5/25,May,2025,Appetizer,French Fries,Peri Peri Fries,3,8.2,24.6,10.41,3.8,10.39,UberEats,Online
O02504,2/23/25,February,2025,Appetizer,Macaroni,Classic Mac,4,8.01,32.04,13.91,5.36,12.77,In-Store,Cash
O02505,5/30/25,May,2025,Beverage,Hot Drinks,Cappuccino,2,8.66,17.32,6.58,3.05,7.69,UberEats,UPI
O02506,1/22/25,January,2025,Main Menu,Pizza,Farmhouse,3,16.64,49.92,16.02,6.49,27.41,UberEats,UPI
O02507,12/16/25,December,2025,Main Menu,Club Veg,Veggie Club Special,3,16.04,48.12,19.96,5.14,23.02,Swiggy,Cash
O02508,7/13/25,July,2025,Appetizer,Macaroni,Veg Loaded Mac,4,11.55,46.2,13.92,8.68,23.6,UberEats,Cash
O02509,2/25/25,February,2025,Appetizer,Burger,Veg Cheese Burger,2,13.58,27.16,8.34,4.38,14.44,UberEats,UPI
O02510,3/10/25,March,2025,Appetizer,French Fries,Salted Fries,2,13.24,26.48,10.14,4.58,11.76,UberEats,Cash
O02511,12/18/25,December,2025,Beverage,Juice,Watermelon Juice,1,4.06,4.06,1.73,0.53,1.8,Zomato,Card
O02512,4/17/25,April,2025,Appetizer,Burger,Paneer Burger,2,8.78,17.56,5.79,2.72,9.05,UberEats,Cash
O02513,4/24/25,April,2025,Main Menu,Veg Mania,Paneer Delight,4,10.23,40.92,14.09,7.96,18.87,Swiggy,Online
O02514,8/27/25,August,2025,Beverage,Juice,Orange Juice,3,6.37,19.11,6.04,2.88,10.19,Zomato,Card
O02515,2/16/25,February,2025,Beverage,Juice,Mixed Fruit Juice,4,8.76,35.04,14.92,6.07,14.05,Zomato,Card
O02516,11/26/25,November,2025,Appetizer,Burger,Aloo Tikki Burger,3,7.05,21.15,9.35,3.39,8.41,In-Store,Cash
O02517,2/9/25,February,2025,Main Menu,Pizza,Peppy Paneer,1,12.32,12.32,3.73,2.1,6.49,In-Store,Cash
O02518,9/14/25,September,2025,Appetizer,French Fries,Salted Fries,1,7.19,7.19,3.06,0.74,3.39,Swiggy,Card
O02519,1/14/25,January,2025,Main Menu,Veg Mania,Corn Supreme,1,11.4,11.4,5,1.53,4.87,In-Store,Cash
O02520,3/7/25,March,2025,Beverage,Juice,Mango Juice,2,6.32,12.64,4.13,2.35,6.16,In-Store,UPI
O02521,11/23/25,November,2025,Beverage,Hot Drinks,Hot Chocolate,4,5.99,23.96,9.02,4.12,10.82,UberEats,Cash
O02522,8/1/25,August,2025,Main Menu,Sandwich,Classic Veg,3,14.93,44.79,19.79,5.13,19.87,UberEats,UPI
O02523,1/30/25,January,2025,Main Menu,Club Veg,Triple Cheese Club,1,18.63,18.63,6.11,3.66,8.86,Swiggy,UPI
O02524,10/4/25,October,2025,Appetizer,Burger,Veg Cheese Burger,4,11.23,44.92,14.37,4.99,25.56,In-Store,Online
O02525,1/14/25,January,2025,Beverage,Juice,Mixed Fruit Juice,2,7.76,15.52,4.74,2.11,8.67,Zomato,Card
O02526,3/22/25,March,2025,Main Menu,Sandwich,Grilled Veg,3,11.92,35.76,12.04,6.18,17.54,Zomato,Online
O02527,6/21/25,June,2025,Appetizer,Macaroni,Classic Mac,1,13.85,13.85,4.44,1.69,7.72,Swiggy,UPI
O02528,12/23/25,December,2025,Beverage,Hot Drinks,Cappuccino,1,4.33,4.33,1.58,0.83,1.92,In-Store,Cash
O02529,11/19/25,November,2025,Main Menu,Club Veg,Veggie Club Special,1,17.44,17.44,7.08,3.26,7.1,In-Store,Online
O02530,8/11/25,August,2025,Beverage,Juice,Orange Juice,2,5.57,11.14,4.35,1.88,4.91,Swiggy,Card
O02531,1/10/25,January,2025,Main Menu,Sandwich,Grilled Veg,4,14.81,59.24,23.09,8.51,27.64,Zomato,UPI
O02532,7/23/25,July,2025,Beverage,Juice,Orange Juice,1,5.78,5.78,1.88,0.96,2.94,In-Store,Card
O02533,8/22/25,August,2025,Main Menu,Club Veg,Veggie Club Special,4,17.88,71.52,22.82,12.39,36.31,Swiggy,Card
O02534,5/11/25,May,2025,Appetizer,Macaroni,Classic Mac,4,9.59,38.36,12.36,5.57,20.43,In-Store,Card
O02535,10/20/25,October,2025,Main Menu,Pizza,Veggie Paradise,4,14.21,56.84,24.28,9.26,23.3,In-Store,Card
O02536,4/18/25,April,2025,Beverage,Hot Drinks,Hot Chocolate,1,8.45,8.45,3.04,0.95,4.46,Swiggy,Cash
O02537,6/5/25,June,2025,Beverage,Juice,Mixed Fruit Juice,1,4.36,4.36,1.75,0.47,2.14,Zomato,UPI
O02538,5/2/25,May,2025,Appetizer,French Fries,Peri Peri Fries,3,10.64,31.92,13.2,4.88,13.84,In-Store,Cash
O02539,4/30/25,April,2025,Beverage,Hot Drinks,Espresso,2,5.3,10.6,3.89,1.8,4.91,Swiggy,Cash
O02540,7/9/25,July,2025,Appetizer,French Fries,Salted Fries,1,10.76,10.76,4.32,1.08,5.36,Swiggy,UPI
O02541,10/25/25,October,2025,Beverage,Juice,Watermelon Juice,4,4.96,19.84,8.36,2.24,9.24,UberEats,Card
O02542,8/20/25,August,2025,Appetizer,French Fries,Peri Peri Fries,4,11.08,44.32,16.59,8.56,19.17,In-Store,Online
O02543,10/21/25,October,2025,Appetizer,French Fries,Cheese Fries,3,12.29,36.87,11.71,4.79,20.37,In-Store,Cash
O02544,6/1/25,June,2025,Main Menu,Club Veg,Corn & Mayo Club,4,16.33,65.32,27.74,12.38,25.2,Zomato,Card
O02545,10/17/25,October,2025,Main Menu,Club Veg,Triple Cheese Club,1,10.18,10.18,4.32,1.29,4.57,UberEats,Card
O02546,4/8/25,April,2025,Main Menu,Sandwich,Cheese Chilli,4,15.22,60.88,27.27,6.7,26.91,UberEats,Card
O02547,7/26/25,July,2025,Beverage,Juice,Mixed Fruit Juice,2,5.54,11.08,4.26,1.27,5.55,Swiggy,Online
O02548,7/23/25,July,2025,Beverage,Juice,Mixed Fruit Juice,4,5.6,22.4,7.85,3.75,10.8,In-Store,Cash
O02549,8/15/25,August,2025,Main Menu,Sandwich,Paneer Tikka,3,11.33,33.99,13.49,6.28,14.22,Zomato,Card
O02550,12/10/25,December,2025,Beverage,Hot Drinks,Cappuccino,4,8.15,32.6,14.66,4.67,13.27,Zomato,Cash
O02551,1/2/25,January,2025,Appetizer,Macaroni,Classic Mac,1,7.46,7.46,3.34,1.33,2.79,Zomato,Online
O02552,1/16/25,January,2025,Beverage,Juice,Mixed Fruit Juice,4,4.58,18.32,6.57,2.85,8.9,UberEats,Card
